vendor,suite,doc,kind,verdict,reason,kb,why
gemini_full,extractbench,long__real_sm0801_ae_full,empty,RETRY,200 with an empty body,364.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,cn_08_n1300,empty,RETRY,200 with an empty body,353.0,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__real_fidelity_northstar,empty,RETRY,200 with an empty body,341.1,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,wf_07_n1100_combined,empty,RETRY,200 with an empty body,301.9,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,cae_v2_07_n349,empty,RETRY,200 with an empty body,297.2,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,long__real_credit_strategies_full,empty,RETRY,200 with an empty body,295.7,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,sa_07_n990,empty,RETRY,200 with an empty body,277.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__nport__dunham_funds,empty,RETRY,200 with an empty body,273.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,lp_06_n481,empty,RETRY,200 with an empty body,269.4,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,cn_07_yb_n970,empty,RETRY,200 with an empty body,263.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,cn_06_n950,empty,RETRY,200 with an empty body,256.5,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,wf_06_yb_n920_combined,empty,RETRY,200 with an empty body,253.9,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,6c9a8d3f__auslaendische-bevoelkerung-kreise-pdf,empty,RETRY,200 with an empty body,246.0,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,cn_05_n900,empty,RETRY,200 with an empty body,245.8,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,sa_06_n880,empty,RETRY,200 with an empty body,245.2,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,wf_05_n850_combined,empty,RETRY,200 with an empty body,235.1,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,sa_05_yb_n820,empty,RETRY,200 with an empty body,229.6,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,cae_v2_06_n267,empty,RETRY,200 with an empty body,226.7,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,c41ccbd2__tourism-satellite-account-2016,empty,RETRY,"gateway error envelope, not the vendor's own",217.3,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,longarray,cn_04_n800,empty,RETRY,200 with an empty body,217.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,wf_04_n750_combined,empty,RETRY,200 with an empty body,208.1,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,long__real_sm0801_eco_full,empty,RETRY,200 with an empty body,205.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,long__real_sm0801_eco_full_corrupted,empty,RETRY,200 with an empty body,205.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,f47be8a4__aaq-mntrpt-2005-vic-report-final,empty,RETRY,"gateway error envelope, not the vendor's own",200.1,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__real_wright_co_mn,empty,RETRY,200 with an empty body,196.0,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,sa_04_n700,empty,RETRY,200 with an empty body,195.6,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,m1__510_k__Substantial_Equivalence_Determination_Decision_Summary-20260617T05220,empty,RETRY,200 with an empty body,187.6,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,06_10_26_Budget_vs_actuals_report_cbd029d1_2024_09_SEP_Period_3_MFR_1,empty,RETRY,200 with an empty body,186.7,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,lp_05_n319,empty,RETRY,200 with an empty body,179.7,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,cn_03_n650,empty,RETRY,200 with an empty body,177.0,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__sched_i__akron_community_foundation_ty2024,empty,RETRY,200 with an empty body,170.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__nport__sei_etf_2025q4,empty,RETRY,200 with an empty body,169.7,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__13f__nalls_sherbakoff_2025q4,empty,RETRY,200 with an empty body,169.2,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,wf_03_n600_combined,empty,RETRY,200 with an empty body,165.5,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,m1__Calibration__Postsecondary_Graduation_-_college___UNI_stats,empty,RETRY,200 with an empty body,162.8,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,std__Annual_report_10-K_-_Exxon,empty,RETRY,200 with an empty body,160.0,no usable output; last response 200:                                                                                                                                                                    
gemini_full,longarray,sa_03_n540,empty,RETRY,200 with an empty body,151.2,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__real_cooke_co_tx_2024,empty,RETRY,200 with an empty body,147.2,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__real_penn_hills_pa_2023,empty,RETRY,200 with an empty body,142.1,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,Proxy_statement_DEF_14A,empty,RETRY,200 with an empty body,99.7,no usable output; last response 200:                                                                                                                                                                    
gemini_full,micro1,std__Municipal_continuing_disclosure_annual_financial_information_filing_-_2021,empty,RETRY,200 with an empty body,82.3,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__becerra-2022,empty,RETRY,"gateway error envelope, not the vendor's own",41.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,contextual,10kq__csco_10q_fy2025q2,empty,RETRY,200 with an empty body,39.8,no usable output; last response 200:                                                                                                                                                                    
gemini_full,contextual,10kq__nke_10q_fy2025q2,empty,RETRY,"gateway error envelope, not the vendor's own",39.2,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,contextual,10kq__wdc_10q_fy2025q2,empty,RETRY,"gateway error envelope, not the vendor's own",38.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__becerra-2021,empty,RETRY,"gateway error envelope, not the vendor's own",37.6,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,contextual,10kq__tho_10q_fy2025q2,empty,RETRY,"gateway error envelope, not the vendor's own",35.9,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,contextual,10kq__mck_10q_fy2025q2,empty,RETRY,"gateway error envelope, not the vendor's own",35.7,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__becerra-2023,empty,RETRY,"gateway error envelope, not the vendor's own",33.2,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,contextual,10kq__dell_10q_fy2025q2,empty,RETRY,200 with an empty body,32.5,no usable output; last response 200:                                                                                                                                                                    
gemini_full,contextual,10kq__adp_10q_fy2025q2,empty,RETRY,"gateway error envelope, not the vendor's own",32.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__becerra-2024,empty,RETRY,200 with an empty body,29.4,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,medium__cabrera-2022,empty,RETRY,"gateway error envelope, not the vendor's own",28.0,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__cabrera-2021,empty,RETRY,"gateway error envelope, not the vendor's own",27.4,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__bar-lev-2021,empty,RETRY,"gateway error envelope, not the vendor's own",23.7,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__cabrera-2023,empty,RETRY,"gateway error envelope, not the vendor's own",22.6,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__bar-lev-2022,empty,RETRY,"gateway error envelope, not the vendor's own",22.6,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__bar-lev-2023,empty,RETRY,"gateway error envelope, not the vendor's own",22.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__bar-lev-2024,empty,RETRY,"gateway error envelope, not the vendor's own",22.4,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__bianco-2024,empty,RETRY,"gateway error envelope, not the vendor's own",18.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__bianco-2022,empty,RETRY,"gateway error envelope, not the vendor's own",13.2,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__arif-2022,empty,RETRY,"gateway error envelope, not the vendor's own",13.0,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__arif-2024,empty,RETRY,"gateway error envelope, not the vendor's own",12.6,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__arif-2021,empty,RETRY,"gateway error envelope, not the vendor's own",11.7,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,medium__bianco-2021,empty,RETRY,"gateway error envelope, not the vendor's own",9.9,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-58509_W14 2nd sub revised,empty,RETRY,"gateway error envelope, not the vendor's own",7.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-57728_W14_REVISED,empty,RETRY,"gateway error envelope, not the vendor's own",7.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-58549_W14,empty,RETRY,"gateway error envelope, not the vendor's own",7.3,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-2nd Sub 55975 Revised W14 ADMIN REVIEWED,empty,RETRY,"gateway error envelope, not the vendor's own",6.6,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-2nd Sub 53269 Revised W14,empty,RETRY,"gateway error envelope, not the vendor's own",6.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-54500_W14 admin reviewed,empty,RETRY,"gateway error envelope, not the vendor's own",6.5,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-55711_W14 ADMIN REVIEWED,empty,RETRY,"gateway error envelope, not the vendor's own",6.4,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-57077_W14,empty,RETRY,200 with an empty body,6.4,no usable output; last response 200:                                                                                                                                                                    
gemini_full,extractbench,short__W14-58025_W14 Admin Reviewed,empty,RETRY,"gateway error envelope, not the vendor's own",6.3,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-53632_W14 ADMIN REVIEWED,empty,RETRY,"gateway error envelope, not the vendor's own",6.3,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-Atascosa SWD Well No. 4 - W-14 (Updated 01.22.2025),empty,RETRY,"gateway error envelope, not the vendor's own",6.3,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-52342_W14,empty,RETRY,"gateway error envelope, not the vendor's own",6.2,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W2-27-216874_212740,empty,RETRY,"gateway error envelope, not the vendor's own",6.2,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W14-55311_W14 reviewed,empty,RETRY,"gateway error envelope, not the vendor's own",6.2,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W2-27-217184_213122,empty,RETRY,"gateway error envelope, not the vendor's own",6.0,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W2-27-217314_213200,empty,RETRY,"gateway error envelope, not the vendor's own",5.6,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gemini_full,extractbench,short__W2-27-217884_213729,empty,RETRY,"gateway error envelope, not the vendor's own",5.3,"HTTP 400: {""error"":{""message"":""Provider returned error"",""code"":400,""metadata"":{""raw"":""{\n  \""error\"": {\n    \""code\"": 400,\n    \""message\"": \""Request contains an invalid argument.\"",\n    \""status\"""
gpt_full,micro1,hard__Municipal_continuing_disclosure_annual_financial_information_filing_-_efis,empty,RETRY,200 with an empty body,12840.5,no usable output; last response 200:                                                                                                                                                                    
gpt_full,micro1,06_19_Government_zoning_and_land_use_geospatial_datasets,empty,RETRY,200 with an empty body,8870.4,no usable output; last response 200:                                                                                                                                                                    
gpt_full,micro1,m1__Healthcare_facility_quality_measure_public_reporting,empty,RETRY,200 with an empty body,3402.1,no usable output; last response 200:                                                                                                                                                                    
gpt_full,extractbench,long__real_ftx_full_corrupted,empty,RETRY,200 with an empty body,1883.3,no usable output; last response 200:                                                                                                                                                                    
gpt_full,micro1,std__Municipal_continuing_disclosure_annual_financial_information_filing_-_2021,empty,RETRY,200 with an empty body,82.3,no usable output; last response 200:                                                                                                                                                                    
gpt_full,internal,2026-05-13T02-14-01__unit_agreement_146p__s5,absent,RETRY,no file in R2 at all,4.3,
llamaextract_full,longarray,cae_v2_10_n742,empty,RETRY,vendor-side internal error,623.1,RuntimeError: LlamaExtract FAILED: An internal service error occurred during processing
llamaextract_full,extractbench,short__W14-2nd Sub 55975 Revised W14 ADMIN REVIEWED,empty,RETRY,vendor-side internal error,6.6,RuntimeError: LlamaExtract FAILED: extraction_failed: visual_windowed(gemini): tool fallback did not call emit_extraction
llamaextract_full,extractbench,short__W14-55311_W14 reviewed,empty,RETRY,vendor-side internal error,6.2,RuntimeError: LlamaExtract FAILED: extraction_failed: visual_windowed(gemini): tool fallback did not call emit_extraction
llamaextract_full,extractbench,short__passcoag-2020-w2-p0004-r3,empty,RETRY,vendor-side internal error,1.3,RuntimeError: LlamaExtract FAILED: An internal service error occurred during processing
mistral_full,micro1,std__Regulatory_inspection_enforcement_activity_statistical_reports_-_catalog.da,empty,RETRY,unclassified,2292.0,[Errno 54] Connection reset by peer
mistral_full,micro1,American_Community_Survey__ACS__5-year_estimates,empty,RETRY,5xx backend error,2148.9,"HTTP 504: {""object"":""error"",""message"":""Service unavailable."",""type"":""internal_server_error"",""param"":null,""code"":""3710"",""raw_status_code"":504}"
mistral_full,micro1,64ce2c27__enrolment_by_school_2223_final_en_supp - Enrolment by School 2022-2023,empty,RETRY,5xx backend error,1255.1,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,extractbench,long__sec_13f_0010_renaissance_technologies,empty,RETRY,unclassified,1104.1,Expecting value: line 1 column 70669 (char 70668)
mistral_full,micro1,std__Board_examination_score_report_-_GCSE-Full-Course-results-summer-2024-2-202,empty,RETRY,5xx backend error,767.1,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,micro1,Government_RFP-2,empty,RETRY,5xx backend error,715.5,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,micro1,06_10_26_CMS_E_M_Utilization_Report_27e43c5f_cy_2017_evaluation_and_ma,empty,RETRY,5xx backend error,668.2,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,longarray,cae_v2_10_n742,empty,RETRY,5xx backend error,623.1,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,micro1,06_19_Bankruptcy_Filings_Statistics,empty,RETRY,5xx backend error,539.7,"HTTP 504: {""object"":""error"",""message"":""Service unavailable."",""type"":""internal_server_error"",""param"":null,""code"":""3710"",""raw_status_code"":504}"
mistral_full,longarray,cae_v2_09_n581,empty,RETRY,5xx backend error,499.1,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,extractbench,medium__13f__leonteq_securities_2025q4,empty,RETRY,5xx backend error,476.8,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,extractbench,medium__sec_13f_0031_loomis_sayles,empty,RETRY,5xx backend error,423.4,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,micro1,721d346e__table_6,empty,RETRY,5xx backend error,380.7,"HTTP 504: {""object"":""error"",""message"":""Service unavailable."",""type"":""internal_server_error"",""param"":null,""code"":""3710"",""raw_status_code"":504}"
mistral_full,extractbench,long__real_sm0801_ae_full,empty,RETRY,5xx backend error,364.3,"HTTP 504: {""object"":""error"",""message"":""Service unavailable."",""type"":""internal_server_error"",""param"":null,""code"":""3710"",""raw_status_code"":504}"
mistral_full,extractbench,medium__real_fidelity_northstar,empty,RETRY,unclassified,341.1,Expecting ':' delimiter: line 101 column 1 (char 101757)
mistral_full,longarray,wf_07_n1100_combined,empty,RETRY,unclassified,301.9,"Expecting ',' delimiter: line 201 column 1 (char 66737)"
mistral_full,extractbench,medium__nport__dunham_funds,empty,RETRY,5xx backend error,273.3,"HTTP 500: {""object"":""error"",""message"":""Service unavailable."",""type"":""internal_server_error"",""param"":null,""code"":""1000"",""raw_status_code"":500}"
mistral_full,longarray,cn_05_n900,empty,RETRY,5xx backend error,245.8,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,longarray,wf_05_n850_combined,empty,RETRY,5xx backend error,235.1,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,extractbench,long__real_sm0801_eco_full,empty,RETRY,5xx backend error,205.3,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,extractbench,long__real_sm0801_eco_full_corrupted,empty,RETRY,5xx backend error,205.3,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,micro1,m1__Language_speakers_and_linguistic_proficiency_census_tables,empty,RETRY,unclassified,196.7,"Expecting ',' delimiter: line 1 column 110609 (char 110608)"
mistral_full,extractbench,medium__nport__sei_etf_2025q4,empty,RETRY,5xx backend error,169.7,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
mistral_full,micro1,m1__Calibration__Postsecondary_Graduation_-_college___UNI_stats,empty,RETRY,5xx backend error,162.8,"HTTP 503: {""object"":""error"",""message"":""Internal server error"",""type"":""unreachable_backend"",""param"":null,""code"":""1100"",""raw_status_code"":503}"
